transaction_amount,customer_age_days,number_previous_transactions,previous_success_count,previous_failure_count,historical_success_rate,payment_method,failure_reason,attempt_number,hours_since_failure,hour_of_day,day_of_week,customer_value_segment,previous_recovery_count,subscription_status,recovered
3077.25,1461,7,6,1,0.8571,upi,insufficient_funds,1,65.22,12,4,STANDARD,4,none,0
6791.13,762,9,7,2,0.7778,upi,temporary_failure,2,30.21,11,0,PREMIUM,1,active,0
4328.61,753,4,3,1,0.75,wallet,temporary_failure,1,14.55,21,3,STANDARD,0,none,1
2054.3,96,11,9,2,0.8182,upi,insufficient_funds,1,14.83,18,5,STANDARD,0,none,0
2567.36,98,11,8,3,0.7273,upi,invalid_account,1,22.18,13,2,STANDARD,0,none,1
8134.25,971,9,6,3,0.6667,card,network_error,2,59.49,3,1,STANDARD,0,none,1
787.19,1768,6,5,1,0.8333,netbanking,insufficient_funds,1,62.46,16,4,STANDARD,2,none,1
3429.9,1429,7,6,1,0.8571,upi,temporary_failure,1,42.77,13,2,PREMIUM,0,active,1
1189.94,1788,12,9,3,0.75,card,network_error,2,17.37,21,5,STANDARD,0,none,1
8129.55,584,8,7,1,0.875,card,temporary_failure,3,40.58,16,6,STANDARD,1,none,1
966.13,1300,13,11,2,0.8462,card,network_error,2,22.99,2,1,STANDARD,2,none,1
1010.96,1626,11,9,2,0.8182,upi,insufficient_funds,2,62.71,0,2,PREMIUM,0,active,0
3390.51,1754,8,8,0,1.0,upi,temporary_failure,2,31.29,13,0,PREMIUM,0,active,0
2632.35,962,8,6,2,0.75,card,bank_decline,3,24.43,8,4,PREMIUM,1,active,0
5540.57,1546,4,4,0,1.0,wallet,network_error,1,48.19,6,5,STANDARD,2,none,1
2826.9,614,8,6,2,0.75,upi,bank_decline,2,22.41,1,1,STANDARD,3,none,1
729.59,1771,12,8,4,0.6667,card,bank_timeout,2,8.14,14,0,STANDARD,1,none,1
276.27,801,7,6,1,0.8571,card,insufficient_funds,2,7.99,9,4,STANDARD,0,none,1
2892.31,822,7,6,1,0.8571,upi,insufficient_funds,3,61.75,14,2,PREMIUM,1,active,1
26724.69,1310,9,8,1,0.8889,wallet,bank_timeout,1,21.26,21,4,PREMIUM,2,active,1
1039.05,798,8,5,3,0.625,upi,temporary_failure,3,4.75,15,6,PREMIUM,0,active,1
23726.6,173,15,13,2,0.8667,upi,network_error,3,18.92,0,0,STANDARD,0,none,1
2805.17,1536,4,4,0,1.0,wallet,insufficient_funds,1,6.71,7,0,PREMIUM,1,active,1
2254.57,844,5,4,1,0.8,card,insufficient_funds,3,29.57,22,4,STANDARD,1,none,0
4749.15,1100,16,15,1,0.9375,card,invalid_account,1,46.9,6,3,STANDARD,0,none,0
5228.51,1198,8,4,4,0.5,card,bank_decline,2,35.71,21,1,PREMIUM,2,active,0
2752.23,1169,9,8,1,0.8889,wallet,temporary_failure,2,8.8,9,4,STANDARD,1,none,1
1964.44,1013,9,6,3,0.6667,card,insufficient_funds,1,97.06,10,3,ENTERPRISE,1,active,1
3606.16,1590,9,7,2,0.7778,card,temporary_failure,1,78.59,1,2,STANDARD,1,none,0
2375.22,898,11,5,6,0.4545,card,fraud_suspected,3,44.36,3,2,STANDARD,1,none,0
4197.79,626,11,10,1,0.9091,upi,insufficient_funds,1,18.87,0,2,STANDARD,1,none,1
2058.29,266,9,9,0,1.0,upi,insufficient_funds,1,98.41,14,2,STANDARD,2,none,1
9937.99,1071,10,9,1,0.9,netbanking,network_error,2,10.61,9,6,PREMIUM,1,active,1
1623.7,1762,9,6,3,0.6667,upi,network_error,2,9.41,8,3,STANDARD,0,none,1
1033.98,889,9,7,2,0.7778,upi,bank_decline,1,23.1,20,1,STANDARD,3,none,0
6501.8,261,11,10,1,0.9091,upi,bank_timeout,2,14.7,23,0,PREMIUM,1,active,1
10365.76,272,8,7,1,0.875,upi,temporary_failure,3,37.15,1,1,PREMIUM,0,active,1
3435.41,415,12,10,2,0.8333,wallet,insufficient_funds,1,9.51,11,6,STANDARD,0,none,0
2188.42,145,8,6,2,0.75,upi,temporary_failure,2,35.66,4,5,STANDARD,2,none,1
1916.58,404,12,11,1,0.9167,card,insufficient_funds,3,41.2,19,5,STANDARD,1,none,0
1944.96,151,7,7,0,1.0,upi,bank_timeout,3,27.2,11,2,STANDARD,1,none,1
6564.16,1233,4,3,1,0.75,upi,temporary_failure,1,52.84,10,6,PREMIUM,1,active,1
11556.19,222,7,6,1,0.8571,card,network_error,2,20.03,6,6,STANDARD,5,none,1
4169.42,1037,13,13,0,1.0,netbanking,invalid_account,3,27.21,22,5,STANDARD,0,none,0
1923.45,592,7,6,1,0.8571,card,insufficient_funds,2,40.76,11,4,PREMIUM,1,active,0
1882.9,1356,5,2,3,0.4,netbanking,insufficient_funds,1,15.36,23,6,PREMIUM,2,active,0
2243.05,1306,10,8,2,0.8,wallet,bank_decline,2,40.17,18,3,PREMIUM,1,active,1
3758.03,679,6,5,1,0.8333,netbanking,insufficient_funds,1,47.1,11,6,PREMIUM,1,active,0
2582.18,426,9,7,2,0.7778,upi,insufficient_funds,1,17.29,5,3,STANDARD,0,none,1
2521.82,148,9,5,4,0.5556,upi,invalid_account,1,36.83,3,4,STANDARD,0,none,0
1571.41,1747,15,12,3,0.8,card,temporary_failure,3,105.95,10,3,PREMIUM,1,active,1
1240.53,636,11,10,1,0.9091,card,bank_decline,2,27.26,10,5,PREMIUM,0,active,1
7372.93,1459,9,9,0,1.0,upi,invalid_account,2,37.1,16,6,STANDARD,3,none,0
3081.98,63,9,8,1,0.8889,card,temporary_failure,3,16.55,18,2,STANDARD,0,none,1
3716.34,444,15,14,1,0.9333,upi,invalid_account,1,52.85,1,2,PREMIUM,1,active,0
12908.69,392,6,5,1,0.8333,card,temporary_failure,3,33.66,19,4,STANDARD,1,none,1
530.37,160,15,10,5,0.6667,upi,temporary_failure,3,45.88,1,4,STANDARD,0,none,1
2186.53,1422,10,9,1,0.9,netbanking,invalid_account,3,34.6,23,1,PREMIUM,0,active,1
1913.79,1328,5,3,2,0.6,upi,temporary_failure,3,42.13,4,1,STANDARD,0,none,0
4891.38,938,5,5,0,1.0,card,temporary_failure,1,42.85,18,0,STANDARD,1,none,1
861.72,52,12,9,3,0.75,upi,bank_decline,2,25.73,20,5,STANDARD,1,none,1
15807.51,437,6,5,1,0.8333,card,fraud_suspected,1,8.92,17,5,STANDARD,0,none,0
977.27,1248,8,7,1,0.875,netbanking,fraud_suspected,2,17.82,5,5,ENTERPRISE,4,active,0
4743.63,300,11,9,2,0.8182,wallet,temporary_failure,1,8.71,8,3,STANDARD,1,none,0
1786.02,984,11,9,2,0.8182,upi,bank_decline,1,22.56,13,5,PREMIUM,2,active,0
11908.62,783,8,8,0,1.0,card,temporary_failure,3,39.54,14,1,STANDARD,3,none,1
5812.7,1335,6,5,1,0.8333,netbanking,bank_decline,1,43.73,23,3,STANDARD,1,none,0
1735.94,1043,11,7,4,0.6364,upi,invalid_account,1,23.7,6,3,STANDARD,2,none,0
3635.99,1537,9,6,3,0.6667,card,network_error,2,52.58,11,1,PREMIUM,0,active,0
11582.4,1597,15,12,3,0.8,upi,bank_timeout,3,25.73,22,1,STANDARD,0,none,1
3613.07,1588,9,8,1,0.8889,card,temporary_failure,3,72.92,4,0,STANDARD,0,none,1
825.39,999,9,6,3,0.6667,upi,temporary_failure,1,10.0,4,1,STANDARD,1,none,1
6440.73,289,10,8,2,0.8,netbanking,invalid_account,3,9.64,1,2,STANDARD,1,none,1
10767.8,1362,9,5,4,0.5556,wallet,temporary_failure,2,29.87,14,5,STANDARD,0,none,0
1450.16,1092,3,3,0,1.0,netbanking,insufficient_funds,3,37.07,16,3,STANDARD,1,none,1
3294.43,168,9,3,6,0.3333,netbanking,temporary_failure,2,44.06,12,2,STANDARD,0,none,0
1677.58,1589,11,6,5,0.5455,wallet,bank_timeout,2,64.64,7,5,PREMIUM,1,active,0
1497.64,667,11,10,1,0.9091,upi,bank_decline,2,14.32,18,1,PREMIUM,2,active,1
2686.13,188,10,8,2,0.8,card,temporary_failure,2,113.75,10,3,STANDARD,3,none,1
565.12,240,10,10,0,1.0,upi,network_error,2,16.19,8,2,STANDARD,2,none,1
2481.82,1128,13,10,3,0.7692,card,temporary_failure,2,62.7,14,6,STANDARD,2,none,1
2375.78,128,10,7,3,0.7,netbanking,insufficient_funds,1,13.79,7,2,STANDARD,1,none,1
990.73,1435,11,11,0,1.0,card,fraud_suspected,2,6.04,1,3,PREMIUM,0,active,1
5267.08,1775,13,11,2,0.8462,card,network_error,1,73.71,4,1,STANDARD,1,none,1
12102.92,161,10,6,4,0.6,netbanking,temporary_failure,3,23.05,13,3,PREMIUM,3,active,0
21521.42,822,11,6,5,0.5455,card,temporary_failure,1,41.64,10,2,STANDARD,0,none,0
4591.84,1491,4,4,0,1.0,upi,temporary_failure,2,10.7,21,0,STANDARD,1,none,1
1219.18,251,10,6,4,0.6,netbanking,temporary_failure,1,83.7,23,4,PREMIUM,0,active,0
6298.71,922,8,6,2,0.75,upi,bank_timeout,3,7.19,6,1,STANDARD,2,none,0
7705.52,808,5,3,2,0.6,card,temporary_failure,3,40.95,8,4,PREMIUM,1,active,1
2467.83,1148,7,4,3,0.5714,netbanking,temporary_failure,1,78.22,17,1,PREMIUM,2,active,1
8474.27,146,7,6,1,0.8571,upi,insufficient_funds,1,13.98,19,2,STANDARD,2,none,1
1650.62,807,15,8,7,0.5333,netbanking,network_error,1,36.33,14,4,STANDARD,0,none,1
2317.62,586,12,9,3,0.75,card,bank_decline,3,16.57,2,2,STANDARD,0,none,0
1342.36,1393,11,8,3,0.7273,upi,insufficient_funds,3,22.62,13,4,STANDARD,1,none,0
2954.6,823,8,5,3,0.625,upi,bank_timeout,1,32.41,20,4,PREMIUM,0,active,0
5261.84,302,11,10,1,0.9091,upi,invalid_account,2,38.57,3,4,STANDARD,2,none,1
2814.39,78,7,4,3,0.5714,card,network_error,3,35.91,12,4,PREMIUM,2,active,0
8270.87,720,5,4,1,0.8,upi,insufficient_funds,2,57.89,5,0,STANDARD,2,none,0
2611.25,953,11,9,2,0.8182,card,insufficient_funds,1,62.63,15,0,STANDARD,2,none,0
29835.43,1406,5,3,2,0.6,upi,temporary_failure,3,61.09,4,5,PREMIUM,0,active,0
10747.23,945,11,11,0,1.0,upi,network_error,3,62.0,5,1,PREMIUM,2,active,1
5164.3,623,6,5,1,0.8333,upi,insufficient_funds,3,39.47,19,0,PREMIUM,1,active,1
6509.42,908,9,8,1,0.8889,upi,fraud_suspected,1,21.97,22,5,STANDARD,0,none,1
40481.23,1581,8,3,5,0.375,card,insufficient_funds,3,71.7,22,2,ENTERPRISE,0,active,1
4158.86,533,6,5,1,0.8333,card,temporary_failure,2,13.09,6,0,STANDARD,0,none,0
5650.58,763,13,12,1,0.9231,upi,bank_timeout,1,24.92,15,0,STANDARD,1,none,1
3218.19,1122,3,3,0,1.0,upi,temporary_failure,1,33.9,13,5,STANDARD,1,none,1
1842.67,841,10,9,1,0.9,upi,bank_timeout,1,43.98,5,0,STANDARD,1,none,1
2279.47,1444,8,5,3,0.625,upi,invalid_account,2,81.85,9,4,STANDARD,2,none,0
3192.56,1201,11,7,4,0.6364,card,invalid_account,3,19.07,23,5,STANDARD,1,none,0
3664.35,24,12,10,2,0.8333,upi,network_error,3,31.65,5,6,STANDARD,2,none,0
4707.91,67,9,9,0,1.0,upi,invalid_account,1,11.8,20,0,STANDARD,1,none,1
8816.45,744,4,2,2,0.5,card,temporary_failure,2,59.7,2,2,STANDARD,2,none,1
9173.96,743,5,5,0,1.0,card,invalid_account,2,32.42,20,0,PREMIUM,0,active,1
25767.07,546,10,9,1,0.9,wallet,bank_decline,1,9.31,4,2,PREMIUM,1,active,1
977.65,1356,7,5,2,0.7143,card,invalid_account,3,46.17,17,2,STANDARD,0,none,0
4709.98,421,11,8,3,0.7273,upi,bank_timeout,2,65.61,20,6,STANDARD,3,none,1
9954.37,1155,9,9,0,1.0,upi,insufficient_funds,3,16.52,0,6,PREMIUM,1,active,1
2429.2,1381,11,8,3,0.7273,upi,bank_decline,2,42.7,21,2,PREMIUM,5,active,1
2514.57,261,9,6,3,0.6667,upi,insufficient_funds,2,45.31,17,0,ENTERPRISE,2,active,1
13990.24,1017,10,9,1,0.9,netbanking,network_error,1,26.05,12,2,PREMIUM,1,active,1
15743.93,1314,16,12,4,0.75,card,insufficient_funds,1,20.28,14,0,STANDARD,0,none,1
3663.53,91,9,6,3,0.6667,card,temporary_failure,1,94.98,1,0,STANDARD,3,none,0
3407.79,203,5,3,2,0.6,card,temporary_failure,1,56.16,1,1,PREMIUM,2,active,1
5988.78,1249,10,8,2,0.8,upi,temporary_failure,3,113.95,11,4,STANDARD,0,none,1
1442.9,965,12,9,3,0.75,upi,temporary_failure,1,36.14,9,2,PREMIUM,0,active,1
5036.0,470,10,8,2,0.8,wallet,network_error,1,4.28,23,4,PREMIUM,0,active,1
806.86,1466,10,8,2,0.8,upi,bank_decline,3,40.85,17,0,STANDARD,2,none,0
1394.32,467,14,13,1,0.9286,upi,bank_decline,2,40.53,13,0,STANDARD,0,none,1
1702.64,132,11,9,2,0.8182,netbanking,insufficient_funds,1,32.42,11,2,PREMIUM,1,active,1
6119.83,243,11,9,2,0.8182,wallet,invalid_account,3,48.05,0,1,ENTERPRISE,0,active,1
3614.44,301,5,3,2,0.6,upi,network_error,3,22.87,3,4,STANDARD,0,none,0
4112.77,535,11,8,3,0.7273,netbanking,network_error,2,38.51,3,4,STANDARD,1,none,0
4577.44,214,12,5,7,0.4167,upi,bank_decline,1,47.33,22,2,STANDARD,3,none,0
8146.44,622,8,5,3,0.625,upi,bank_decline,1,50.04,4,1,STANDARD,0,none,1
4800.59,926,4,4,0,1.0,upi,network_error,1,141.37,9,0,STANDARD,0,none,0
8669.89,1618,11,8,3,0.7273,upi,invalid_account,1,47.24,12,2,STANDARD,0,none,0
6530.34,52,9,7,2,0.7778,netbanking,bank_decline,3,33.18,23,4,STANDARD,3,none,1
1182.8,342,3,3,0,1.0,netbanking,network_error,3,57.2,9,1,STANDARD,0,none,1
7174.69,1797,11,9,2,0.8182,card,bank_timeout,1,26.51,11,1,STANDARD,0,none,1
839.4,1551,9,7,2,0.7778,upi,network_error,1,65.31,13,0,PREMIUM,2,active,1
4088.56,834,8,8,0,1.0,upi,network_error,1,26.13,8,1,STANDARD,0,none,1
1418.15,582,8,8,0,1.0,upi,invalid_account,2,49.96,20,3,STANDARD,2,none,1
4145.49,860,14,6,8,0.4286,upi,insufficient_funds,1,58.77,9,4,STANDARD,0,none,0
1817.85,542,11,11,0,1.0,upi,temporary_failure,2,53.99,18,2,PREMIUM,1,active,1
2789.0,1444,6,4,2,0.6667,card,temporary_failure,2,80.43,20,3,STANDARD,6,none,0
4299.61,1686,6,4,2,0.6667,upi,bank_timeout,3,34.04,12,6,STANDARD,0,none,0
5841.77,634,11,7,4,0.6364,upi,network_error,3,16.26,14,1,STANDARD,1,none,0
3278.87,1463,6,3,3,0.5,upi,fraud_suspected,1,52.98,7,1,PREMIUM,3,active,0
5566.68,592,2,1,1,0.5,upi,bank_decline,2,19.08,2,1,STANDARD,2,none,1
18283.19,965,18,14,4,0.7778,wallet,fraud_suspected,3,29.76,1,6,STANDARD,3,none,0
1575.01,709,11,9,2,0.8182,card,invalid_account,2,36.88,13,5,STANDARD,2,none,0
2413.89,525,8,6,2,0.75,upi,bank_decline,1,69.71,23,6,STANDARD,2,none,1
7909.87,1439,10,7,3,0.7,upi,insufficient_funds,1,44.12,16,6,STANDARD,0,none,1
3888.4,634,9,8,1,0.8889,wallet,bank_timeout,1,30.33,10,4,STANDARD,0,none,1
15013.52,296,11,9,2,0.8182,upi,bank_decline,2,12.17,23,4,STANDARD,0,none,1
3438.19,598,11,8,3,0.7273,upi,temporary_failure,2,2.69,20,1,PREMIUM,0,active,1
2131.73,835,8,6,2,0.75,netbanking,bank_decline,2,15.96,18,0,STANDARD,0,none,0
1905.12,995,10,9,1,0.9,upi,bank_timeout,2,24.78,9,3,STANDARD,1,none,0
9235.45,68,8,6,2,0.75,upi,bank_decline,3,51.66,8,5,STANDARD,2,none,1
6414.16,1223,7,5,2,0.7143,upi,bank_timeout,2,14.06,9,1,PREMIUM,0,active,1
1118.98,1470,13,11,2,0.8462,upi,bank_timeout,2,22.93,19,4,STANDARD,0,none,1
2712.8,1559,11,7,4,0.6364,upi,invalid_account,3,7.65,9,2,PREMIUM,2,active,0
4853.04,773,9,8,1,0.8889,upi,temporary_failure,3,24.27,17,0,STANDARD,0,none,0
3604.87,675,6,6,0,1.0,card,temporary_failure,1,13.16,11,6,PREMIUM,0,active,1
7346.73,619,10,5,5,0.5,upi,insufficient_funds,3,124.81,9,2,STANDARD,2,none,0
684.12,464,5,4,1,0.8,upi,temporary_failure,2,56.31,15,0,STANDARD,0,none,1
2745.79,134,11,9,2,0.8182,upi,bank_timeout,2,21.39,17,3,STANDARD,0,none,1
873.16,972,10,9,1,0.9,upi,temporary_failure,3,12.38,12,1,STANDARD,0,none,1
6170.93,1752,12,11,1,0.9167,card,insufficient_funds,3,34.75,12,2,STANDARD,3,none,0
9440.95,239,5,5,0,1.0,wallet,insufficient_funds,3,18.74,2,2,STANDARD,1,none,0
2931.91,912,8,5,3,0.625,wallet,temporary_failure,3,43.6,22,4,STANDARD,1,none,1
1722.18,755,7,6,1,0.8571,card,bank_timeout,1,21.3,23,5,PREMIUM,1,active,1
3841.19,1546,9,6,3,0.6667,upi,network_error,3,50.24,10,1,PREMIUM,0,active,1
9998.16,1381,14,11,3,0.7857,card,bank_decline,3,41.19,14,1,PREMIUM,1,active,1
2924.21,197,6,5,1,0.8333,card,bank_timeout,3,8.04,19,1,STANDARD,4,none,1
2068.01,798,12,9,3,0.75,card,network_error,1,16.77,14,6,PREMIUM,3,active,0
5988.43,1486,11,7,4,0.6364,upi,temporary_failure,2,45.29,18,3,STANDARD,1,none,0
6609.0,503,10,8,2,0.8,card,bank_decline,1,51.24,13,2,STANDARD,1,none,1
2561.58,1306,2,1,1,0.5,card,temporary_failure,1,15.46,2,0,STANDARD,3,none,1
9517.75,294,5,3,2,0.6,netbanking,invalid_account,2,45.89,2,1,STANDARD,2,none,0
3314.65,1106,8,8,0,1.0,card,bank_timeout,3,77.51,12,6,ENTERPRISE,0,active,0
660.25,485,7,5,2,0.7143,netbanking,bank_timeout,1,51.52,10,4,PREMIUM,0,active,1
2387.06,1247,8,8,0,1.0,card,insufficient_funds,1,11.7,14,4,STANDARD,0,none,0
2191.24,59,9,7,2,0.7778,netbanking,temporary_failure,3,26.87,9,3,PREMIUM,2,active,1
1293.37,932,8,4,4,0.5,upi,network_error,2,24.36,0,1,STANDARD,4,none,0
6301.69,860,10,9,1,0.9,netbanking,bank_decline,2,57.45,5,0,STANDARD,0,none,1
1369.2,362,15,11,4,0.7333,netbanking,invalid_account,3,20.09,16,2,STANDARD,1,none,0
3775.98,1307,9,6,3,0.6667,upi,insufficient_funds,1,75.63,15,4,STANDARD,0,none,0
364.38,1552,11,8,3,0.7273,card,temporary_failure,1,9.42,0,5,PREMIUM,0,active,1
2765.36,180,11,8,3,0.7273,upi,invalid_account,2,18.28,18,5,STANDARD,1,none,0
2998.71,1053,12,9,3,0.75,card,invalid_account,1,29.28,6,4,STANDARD,1,none,1
5963.56,434,13,12,1,0.9231,upi,bank_decline,2,45.87,2,2,PREMIUM,1,active,1
7669.57,12,10,9,1,0.9,card,bank_timeout,1,11.67,2,1,STANDARD,3,none,1
1993.42,1764,10,8,2,0.8,upi,insufficient_funds,1,61.67,20,5,PREMIUM,0,active,0
8856.25,1789,10,6,4,0.6,upi,network_error,1,25.08,5,6,STANDARD,1,none,0
1198.67,822,10,7,3,0.7,netbanking,network_error,1,12.94,17,4,STANDARD,0,none,1
3795.05,318,6,5,1,0.8333,upi,insufficient_funds,1,49.79,3,1,STANDARD,3,none,0
7863.56,513,10,10,0,1.0,upi,network_error,3,25.57,23,6,PREMIUM,0,active,1
3037.6,645,4,3,1,0.75,upi,temporary_failure,1,16.76,8,6,STANDARD,0,none,1
1740.71,295,3,2,1,0.6667,upi,temporary_failure,1,19.43,8,4,PREMIUM,2,active,1
2105.38,1573,11,10,1,0.9091,upi,insufficient_funds,1,41.56,17,3,STANDARD,0,none,1
8960.78,1708,8,3,5,0.375,wallet,insufficient_funds,3,31.93,15,0,STANDARD,2,none,0
4141.31,1513,2,1,1,0.5,card,temporary_failure,2,12.45,20,3,STANDARD,0,none,0
3960.62,482,14,7,7,0.5,upi,invalid_account,3,12.62,4,6,STANDARD,0,none,0
5049.47,1563,14,10,4,0.7143,netbanking,temporary_failure,1,101.98,20,6,PREMIUM,0,active,1
5255.22,1148,12,7,5,0.5833,upi,bank_timeout,2,14.3,17,4,STANDARD,1,none,0
1790.46,929,6,5,1,0.8333,upi,fraud_suspected,1,19.65,7,3,ENTERPRISE,0,active,1
2566.51,1224,16,14,2,0.875,upi,network_error,1,29.63,3,0,STANDARD,3,none,1
4263.42,1279,11,9,2,0.8182,upi,temporary_failure,2,45.23,23,5,STANDARD,1,none,1
7477.23,1798,6,6,0,1.0,card,bank_decline,3,75.03,17,3,STANDARD,3,none,1
5894.0,510,11,6,5,0.5455,upi,bank_decline,3,79.15,13,2,STANDARD,1,none,1
3015.67,920,9,8,1,0.8889,netbanking,bank_timeout,2,21.89,19,2,STANDARD,0,none,1
4908.19,518,16,15,1,0.9375,card,bank_decline,1,155.98,19,6,STANDARD,2,none,0
12051.49,898,8,8,0,1.0,wallet,bank_decline,1,35.45,11,2,STANDARD,0,none,1
1694.19,673,14,11,3,0.7857,card,temporary_failure,3,44.07,7,3,STANDARD,0,none,1
20405.96,139,12,7,5,0.5833,upi,bank_decline,3,40.51,8,0,STANDARD,0,none,1
10156.63,1754,9,7,2,0.7778,upi,bank_decline,3,62.47,21,2,STANDARD,1,none,0
1243.96,1427,7,5,2,0.7143,card,bank_decline,3,15.79,23,6,STANDARD,0,none,0
2240.23,1195,16,8,8,0.5,upi,bank_decline,2,49.51,11,0,STANDARD,0,none,0
2566.0,35,10,8,2,0.8,wallet,temporary_failure,3,42.03,16,2,ENTERPRISE,0,active,1
6349.23,1068,17,14,3,0.8235,netbanking,temporary_failure,1,62.63,2,2,STANDARD,2,none,1
1483.26,1297,10,8,2,0.8,upi,network_error,3,44.01,11,0,STANDARD,0,none,1
20780.33,350,5,3,2,0.6,wallet,insufficient_funds,1,13.92,19,0,STANDARD,1,none,1
5331.21,341,6,4,2,0.6667,card,bank_decline,3,151.17,13,0,PREMIUM,2,active,0
1598.14,507,9,7,2,0.7778,upi,insufficient_funds,3,12.48,19,4,STANDARD,1,none,0
2344.8,707,3,2,1,0.6667,card,network_error,2,86.57,7,1,STANDARD,3,none,1
7265.58,1054,11,9,2,0.8182,upi,fraud_suspected,1,26.9,5,0,STANDARD,3,none,0
9917.06,1197,12,8,4,0.6667,upi,invalid_account,3,22.78,18,1,STANDARD,2,none,0
1009.77,1002,9,8,1,0.8889,upi,temporary_failure,1,38.4,15,1,PREMIUM,2,active,1
28242.66,1229,3,3,0,1.0,upi,bank_timeout,1,35.42,5,4,PREMIUM,0,active,1
724.67,1257,10,8,2,0.8,netbanking,bank_timeout,1,26.61,4,6,PREMIUM,0,active,1
1118.43,861,7,4,3,0.5714,upi,network_error,1,13.85,2,0,STANDARD,0,none,1
7915.01,210,4,3,1,0.75,netbanking,insufficient_funds,2,37.31,2,3,STANDARD,1,none,1
3614.81,628,10,8,2,0.8,upi,temporary_failure,2,28.55,9,0,STANDARD,1,none,1
4294.76,1465,9,7,2,0.7778,upi,invalid_account,3,58.83,22,0,STANDARD,2,none,0
4101.04,1265,4,2,2,0.5,wallet,bank_decline,1,61.72,5,5,STANDARD,2,none,0
1214.7,80,11,9,2,0.8182,card,insufficient_funds,2,6.97,6,1,PREMIUM,0,active,1
2404.08,1274,8,7,1,0.875,netbanking,insufficient_funds,3,52.04,16,5,STANDARD,0,none,0
5584.1,1687,7,5,2,0.7143,netbanking,temporary_failure,2,53.09,12,5,STANDARD,3,none,1
2234.52,1664,9,7,2,0.7778,upi,fraud_suspected,2,79.62,0,5,STANDARD,1,none,0
1853.48,246,8,6,2,0.75,netbanking,bank_decline,2,12.11,17,3,STANDARD,4,none,0
10020.13,717,13,10,3,0.7692,netbanking,insufficient_funds,2,41.16,10,5,ENTERPRISE,0,active,0
3560.32,121,8,8,0,1.0,card,temporary_failure,2,100.23,17,5,PREMIUM,0,active,1
4186.57,521,5,3,2,0.6,wallet,invalid_account,2,39.28,16,5,STANDARD,2,none,0
1506.58,1153,9,6,3,0.6667,wallet,bank_decline,3,45.13,13,1,ENTERPRISE,3,active,0
25936.55,1316,8,4,4,0.5,upi,temporary_failure,3,23.15,15,0,STANDARD,0,none,0
7679.57,256,7,3,4,0.4286,netbanking,insufficient_funds,1,90.44,19,0,STANDARD,1,none,0
1529.44,1290,12,11,1,0.9167,upi,temporary_failure,3,20.18,20,1,STANDARD,2,none,1
3647.69,111,8,6,2,0.75,upi,temporary_failure,2,40.72,12,3,PREMIUM,0,active,1
2423.71,145,9,8,1,0.8889,netbanking,insufficient_funds,3,60.86,2,3,STANDARD,1,none,0
4007.93,115,14,10,4,0.7143,card,bank_decline,3,40.16,23,5,ENTERPRISE,1,active,0
11420.43,1685,10,9,1,0.9,card,insufficient_funds,2,7.12,1,5,PREMIUM,1,active,1
5607.42,1139,13,11,2,0.8462,upi,network_error,3,136.04,5,4,STANDARD,3,none,0
18421.15,1130,12,9,3,0.75,card,temporary_failure,1,2.6,11,2,STANDARD,2,none,1
2124.35,113,9,8,1,0.8889,upi,bank_timeout,1,22.65,8,6,STANDARD,0,none,1
6322.7,1200,10,8,2,0.8,upi,bank_timeout,3,57.95,8,3,STANDARD,0,none,1
833.68,1275,10,8,2,0.8,upi,invalid_account,3,91.28,16,2,STANDARD,1,none,1
6116.75,20,6,6,0,1.0,card,bank_decline,2,45.06,13,0,PREMIUM,0,active,0
553.81,1519,9,8,1,0.8889,netbanking,bank_timeout,2,9.14,9,3,PREMIUM,2,active,1
911.2,125,10,8,2,0.8,wallet,bank_decline,1,40.58,20,1,STANDARD,3,none,0
11931.76,969,9,6,3,0.6667,card,invalid_account,1,1.38,1,5,STANDARD,1,none,0
10538.5,470,15,12,3,0.8,card,insufficient_funds,2,52.9,10,0,STANDARD,0,none,0
2634.48,377,7,4,3,0.5714,upi,bank_decline,2,24.15,1,3,STANDARD,1,none,0
3251.37,1088,5,2,3,0.4,card,network_error,2,24.81,13,5,PREMIUM,0,active,1
4283.72,916,8,5,3,0.625,card,temporary_failure,1,89.16,5,1,STANDARD,1,none,1
2707.11,771,12,9,3,0.75,upi,bank_decline,3,42.05,10,5,STANDARD,1,none,0
2351.26,1716,10,6,4,0.6,upi,invalid_account,3,33.03,4,6,STANDARD,2,none,0
4068.12,474,12,8,4,0.6667,upi,temporary_failure,3,61.77,22,0,STANDARD,0,none,1
2892.96,621,8,8,0,1.0,card,insufficient_funds,3,57.74,21,6,STANDARD,3,none,1
3277.17,1227,6,5,1,0.8333,upi,insufficient_funds,3,2.68,10,2,PREMIUM,1,active,1
15186.15,683,6,5,1,0.8333,upi,insufficient_funds,2,44.28,13,6,STANDARD,1,none,1
4443.63,282,14,9,5,0.6429,card,network_error,1,19.03,5,5,PREMIUM,0,active,1
2265.67,1652,9,8,1,0.8889,upi,invalid_account,3,62.35,13,6,STANDARD,1,none,0
1895.85,74,11,8,3,0.7273,wallet,bank_timeout,3,72.66,11,3,PREMIUM,2,active,1
3674.44,1586,12,10,2,0.8333,upi,temporary_failure,2,27.29,10,5,PREMIUM,0,active,1
10294.62,374,11,7,4,0.6364,upi,temporary_failure,1,45.6,14,1,STANDARD,0,none,1
